iid	pop	max_roh	sum_roh>4	n_roh>4	sum_roh>8	n_roh>8	sum_roh>12	n_roh>12	sum_roh>20	n_roh>20	lat	lon	age	study	clst	mean_cov	n_cov_snp	include_alt	region	color	economy
I2933	Scotland_N	0.0	0.0	0	0.0	0	0.0	0	0.0	0	58.74	-2.9160000000000004	4898.0	OlaldeNature2018	Scotland_N	4.261	736264	1	Britain	blue	Agriculture
I8296_published	Russia_UstBelaya_Angara_published	10.147404000000018	58.97171199999998	10	19.465905000000017	2	0.0	0	0.0	0	52.916943999999994	103.65722199999999	4665.0	FlegontovNature2019	Russia_UstBelaya_Angara_published	0.8901459999999999	736226	1	East Steppe	purple	Foraging
I3976	Kazakhstan_LBA_Zevakinskiy	0.0	0.0	0	0.0	0	0.0	0	0.0	0	50.2249	81.83678333	3051.0	NarasimhanPattersonScience2019	Kazakhstan_LBA_Zevakinskiy	1.429	736054	1	Steppe	gold	Pastoralism
N20.SG	Poland_TRB.SG	0.0	0.0	0	0.0	0	0.0	0	0.0	0	52.62	18.96	5462.0	FernandesScientificReports2018	Poland_TRB.SG	0.9747530000000001	735974	1	Eastern Europe	blue	Agriculture
COR001	Sar-Med	0.0	0.0	0	0.0	0	0.0	0	0.0	0	40.519214	8.789147	1064.0	Marcus et al. 2018	Sar-Med	1.45563316345215	735973	2	Sardinia	blue	Agriculture
NEO247.SG	Ekven_IA.SG	15.7839	100.093737	14	42.66490300000001	3	42.66490300000001	3	0.0	0	66.0	-170.1	1906.0	SikoraNature2019	Ekven_IA.SG	1.000758	735944	1	Bering Sea	purple	Foraging
R37.SG	Italy_Imperial_oCentralEuropean.SG	4.938400000000004	4.938400000000004	1	0.0	0	0.0	0	0.0	0	41.7478821	12.2594749	1750.0	AntonioGaoMootsScience2019	Italy_Imperial_oCentralEuropean.SG	1.010268	735905	1	Central Italy	blue	Agriculture
I4440	Latvia_HG	13.879794	62.024878	6	62.024878	6	25.949097000000002	2	0.0	0	56.2833	25.1333	7080.0	MathiesonNature2018	Latvia_HG	3.22	735842	1	Baltic Sea	purple	Foraging
I7200	Czech_EBA	4.4685010000000025	4.4685010000000025	1	0.0	0	0.0	0	0.0	0	50.0504153	14.3667267	4250.0	OlaldeNature2018	Czech_EBA	3.5029769999999996	735642	1	Central Europe	blue	Agriculture
I10565	Russia_Afanasievo	10.628899999999996	27.5578	4	10.628899999999996	1	0.0	0	0.0	0	54.356609999999996	90.919186	4732.0	NarasimhanPattersonScience2019	Russia_Afanasievo	3.7874800000000004	735620	1	Steppe	gold	Pastoralism
I0108	Germany_BellBeaker	0.0	0.0	0	0.0	0	0.0	0	0.0	0	51.45	11.54	4387.0	MathiesonNature2015 (1240k of same same sample with 390k in HaakLazaridis2015)	Germany_BellBeaker	1.197	735474	1	Central Europe	blue	Agriculture
I12454	Pakistan_IA_Katelai	0.0	0.0	0	0.0	0	0.0	0	0.0	0	34.76584167	72.34913333	2850.0	NarasimhanPattersonScience2019	Pakistan_IA_Katelai	2.759312	735296	1	Central Asia	blue	Agriculture
I11538_published	Kazakhstan_Chanchar_MBA_published	8.773493000000032	18.397688000000024	3	8.773493000000032	1	0.0	0	0.0	0	50.66865833	57.71856944	3631.0	NarasimhanPattersonScience2019	Kazakhstan_Chanchar_MBA_published	3.5683550000000004	733397	1	Steppe	gray	Low Certainty
I3769	Kazakhstan_LBA_Molaly	0.0	0.0	0	0.0	0	0.0	0	0.0	0	43.37376667	76.5845	3150.0	NarasimhanPattersonScience2019	Kazakhstan_LBA_Molaly	1.7530000000000001	733200	1	Steppe	gold	Pastoralism
I1732	Ukraine_N	4.517697999999992	4.517697999999992	1	0.0	0	0.0	0	0.0	0	48.133333	35.083333	7239.0	MathiesonNature2018	Ukraine_N	2.552	733086	1	Black Sea	purple	Foraging
M95.SG	Romania_Mesolithic_IronGates.SG	11.385000000000002	23.594803	3	11.385000000000002	1	0.0	0	0.0	0	44.629711	22.61255610000001	8814.0	GonzalesFortesCurrentBiology2017	Romania_Mesolithic_IronGates.SG	1.017986	733033	1	Balkans	purple	Foraging
I4255	Uzbekistan_BA_Kashkarchi	12.43339699999999	28.975898999999995	4	12.43339699999999	1	12.43339699999999	1	0.0	0	40.37722222	71.855	3050.0	NarasimhanPattersonScience2019	Uzbekistan_BA_Kashkarchi	2.4859999999999998	732809	1	Steppe	gold	Pastoralism
I4315	Uzbekistan_BA_Dzharkutan1	0.0	0.0	0	0.0	0	0.0	0	0.0	0	37.75	67.0	3487.0	NarasimhanPattersonScience2019	Uzbekistan_BA_Dzharkutan1	3.011	732399	1	Central Asia	blue	Agriculture
I4437	Latvia_MN	18.080699	82.087811	11	28.842699	2	18.080699	1	0.0	0	56.2833	25.1333	6148.0	MathiesonNature2018	Latvia_MN	3.6	732248	1	Baltic Sea	purple	Foraging
I4783	Kazakhstan_MLBA_KazakhMys	9.389800000000003	25.010407	4	9.389800000000003	1	0.0	0	0.0	0	46.94785	79.98808333	3482.0	NarasimhanPattersonScience2019	Kazakhstan_MLBA_KazakhMys	2.431	731426	1	Steppe	gold	Pastoralism
bab001.SG	South_Africa_2000BP.SG	0.0	0.0	0	0.0	0	0.0	0	0.0	0			2041.0	SchlebuschScience2017	South_Africa_2000BP.SG	0.988917	731333	1	South Africa	purple	Foraging
I9028.SG	South_Africa_2100BP.SG	5.449399	5.449399	1	0.0	0	0.0	0	0.0	0	-32.76027778	18.02972222	2103.0	SkoglundCell2017	South_Africa_2100BP.SG	1.0959999999999999	731098	1	South Africa	purple	Foraging
I4286	Uzbekistan_BA_SappaliTepe	0.0	0.0	0	0.0	0	0.0	0	0.0	0	37.41666667	66.83333333	3771.0	NarasimhanPattersonScience2019	Uzbekistan_BA_SappaliTepe	2.134	730935	1	Central Asia	blue	Agriculture
RISE1169.SG	Poland_Koszyce_GAC.SG_brother.RISE1168.SG.brother.RISE1173.SG.brother.RISE1163.SG	4.514896999999984	4.514896999999984	1	0.0	0	0.0	0	0.0	0	48.7	21.2	4741.0	SchroederPNAS2019	Poland_Koszyce_GAC.SG_brother.RISE1168.SG.brother.RISE1173.SG.brother.RISE1163.SG	0.969182	730820	1	Eastern Europe	blue	Agriculture
I4323	Kazakhstan_MLBA1_Kyzlbulak	0.0	0.0	0	0.0	0	0.0	0	0.0	0	43.24655	77.81381400000002	3634.0	NarasimhanPattersonScience2019	Kazakhstan_MLBA1_Kyzlbulak	3.5010000000000003	730820	1	Steppe	gray	Low Certainty
MK5001	Russia_Caucasus_LateMaikop_rel.MK5004	17.279902000000007	42.72130200000001	6	17.279902000000007	1	17.279902000000007	1	0.0	0	43.905353999999996	43.521883	5150.0	WangNatureCommunications2019	Russia_Caucasus_LateMaikop_rel.MK5004	1.911903	730677	1	Steppe	blue	Agriculture
I4332	Croatia_MBA	0.0	0.0	0	0.0	0	0.0	0	0.0	0	43.193999999999996	17.344	3516.0	MathiesonNature2018	Croatia_MBA	3.228	730118	1	Balkans	blue	Agriculture
I1665	Iran_C_SehGabi	0.0	0.0	0	0.0	0	0.0	0	0.0	0	34.5	47.96	5826.0	LazaridisNature2016	Iran_C_SehGabi	1.4769999999999999	730012	1	Central Asia	blue	Agriculture
I1767	England_BellBeaker	0.0	0.0	0	0.0	0	0.0	0	0.0	0	54.522812	-1.308134	4035.0	OlaldeNature2018	England_BellBeaker	1.7990000000000002	729987	1	Britain	blue	Agriculture
CP29	Peru_Cuncaicha_9000BP	13.900000000000002	83.65111199999997	12	44.48171099999999	4	13.900000000000002	1	0.0	0	-15.38936111	-72.60822222	9005.0	PosthNakatsukaCell2018	Peru_Cuncaicha_9000BP	2.404	729447	1	Andean	purple	Foraging
I5436	Romania_Mesolithic_IronGates	5.035397999999997	14.092400999999983	3	0.0	0	0.0	0	0.0	0	44.629711	22.61255610000001	9025.0	MathiesonNature2018	Romania_Mesolithic_IronGates	1.273	729326	1	Balkans	purple	Foraging
KDC001	Russia_North_Caucasus_MBA	5.900601000000003	27.733815999999994	5	0.0	0	0.0	0	0.0	0	43.354032000000004	43.721893	3824.0	WangNatureCommunications2019	Russia_North_Caucasus_MBA	2.170922	729183	1	Steppe	gold	Pastoralism
I4435	Latvia_MN	25.173395999999997	135.3234	12	110.19499499999999	8	61.205697	3	45.406096999999995	2	56.2833	25.1333	6003.0	MathiesonNature2018	Latvia_MN	3.407	729122	1	Baltic Sea	purple	Foraging
R1544.SG	Italy_Imperial.SG	0.0	0.0	0	0.0	0	0.0	0	0.0	0	42.1961852	12.3253177	1750.0	AntonioGaoMootsScience2019	Italy_Imperial.SG	0.99093	728504	1	Central Italy	blue	Agriculture
I4111	Ukraine_N	48.154103000000006	107.177897	9	75.38731699999998	3	63.616507999999996	2	48.154103000000006	1	48.91422	33.76493	6585.0	MathiesonNature2018	Ukraine_N	2.11	728256	1	Black Sea	purple	Foraging
Rev5.SG	Greece_N.SG	10.839003000000005	23.32179500000001	3	10.839003000000005	1	0.0	0	0.0	0	40.25	22.416667	8301.0	HofmanovaPNAS2016	Greece_N.SG	1.101	727671	1	Aegan	blue	Agriculture
I4779	Kazakhstan_MLBA_Kairan	10.515010000000013	25.64520800000001	3	10.515010000000013	1	0.0	0	0.0	0	48.74175	76.99573333	3641.0	NarasimhanPattersonScience2019	Kazakhstan_MLBA_Kairan	2.395	727580	1	Steppe	gold	Pastoralism
SUC001	Sar-EMBA	0.0	0.0	0	0.0	0	0.0	0	0.0	0	40.810297	8.444177999999999	4009.0	Marcus et al. 2018	Sar-EMBA	1.33945143222809	727577	1	Sardinia	blue	Agriculture
I0698_published	Bulgaria_N_published	0.0	0.0	0	0.0	0	0.0	0	0.0	0	42.1	25.75	7900.0	MathiesonNature2018	Bulgaria_N_published	1.9638939999999998	727428	1	Balkans	gray	Low Certainty
I11249	Iberia_C	34.302699999999994	63.67540199999999	3	63.67540199999999	3	53.63050199999999	2	34.302699999999994	1	43.0866	-2.2154	5050.0	OlaldeScience2019	Iberia_C	1.4609809999999999	727030	1	Iberia	blue	Agriculture
I3276_published	Iberia_C_published	6.709200000000001	15.436495000000004	3	0.0	0	0.0	0	0.0	0	42.57	-2.57	4955.0	LipsonNature2017	Iberia_C_published	5.359	726934	1	Iberia	blue	Agriculture
SA6002	Russia_LateMaikop	22.417801	77.18750000000001	6	70.02260000000001	5	39.36640500000001	2	22.417801	1	45.05	39.91	5126.0	WangNatureCommunications2019	Russia_LateMaikop	2.432871	726411	1	Steppe	blue	Agriculture
I5519	Germany_BellBeaker	8.226399999999991	12.227599999999983	2	8.226399999999991	1	0.0	0	0.0	0	48.33	10.895	4200.0	OlaldeNature2018	Germany_BellBeaker	1.548	726140	1	Central Europe	blue	Agriculture
I3085	Scotland_N	8.72799099999999	12.968796000000005	2	8.72799099999999	1	0.0	0	0.0	0	58.74	-2.9160000000000004	5132.0	OlaldeNature2018	Scotland_N	4.256	726028	1	Britain	blue	Agriculture
I4331	Croatia_MBA	0.0	0.0	0	0.0	0	0.0	0	0.0	0	43.193999999999996	17.344	3526.0	MathiesonNature2018	Croatia_MBA	3.141	725669	1	Balkans	blue	Agriculture
SZ38	Hungary_Langobard	0.0	0.0	0	0.0	0	0.0	0	0.0	0	46.28333333	17.85	1442.0	AmorimNatureCommunications2018	Hungary_Langobard	2.061661	725637	1	Balkans	blue	Agriculture
I6712	Russia_Afanasievo_son.I10565	6.733299000000003	35.877004	7	0.0	0	0.0	0	0.0	0	54.356609999999996	90.919186	4632.0	NarasimhanPattersonScience2019	Russia_Afanasievo_son.I10565	1.291225	725428	1	Steppe	gold	Pastoralism
I0059	Germany_LN_BenzigerodeHeimburg	0.0	0.0	0	0.0	0	0.0	0	0.0	0	51.82	10.91	4188.0	MathiesonNature2015 (1240k of same same sample with 390k in HaakLazaridis2015)	Germany_LN_BenzigerodeHeimburg	1.3030000000000002	725307	1	Central Europe	blue	Agriculture
TV3831.SG	Iberia_MBA.SG	0.0	0.0	0	0.0	0	0.0	0	0.0	0			3550.0	MartinianoPLoSGenetics2017	Iberia_MBA.SG	0.9812569999999999	725249	1	Iberia	blue	Agriculture
I1738	Ukraine_N	4.747199999999997	13.190502999999996	3	0.0	0	0.0	0	0.0	0	48.133333	35.083333	7350.0	MathiesonNature2018	Ukraine_N	2.12	725220	1	Black Sea	purple	Foraging
I11537_published	Kazakhstan_IA_Chanchar_published	0.0	0.0	0	0.0	0	0.0	0	0.0	0	50.66865833	57.71856944	2534.0	NarasimhanPattersonScience2019	Kazakhstan_IA_Chanchar_published	2.65204	725111	1	Steppe	gold	Pastoralism
I3763	Kazakhstan_MLBA_Zevakinskiy	0.0	0.0	0	0.0	0	0.0	0	0.0	0	50.2249	81.83678333	3476.0	NarasimhanPattersonScience2019	Kazakhstan_MLBA_Zevakinskiy	1.505	724973	1	Steppe	gold	Pastoralism
I2633	Scotland_N	4.0883	4.0883	1	0.0	0	0.0	0	0.0	0	58.53	-3.603	5653.0	OlaldeNature2018	Scotland_N	2.833	724631	1	Britain	blue	Agriculture
I0406	Iberia_MN	10.775001	14.901698999999995	2	10.775001	1	0.0	0	0.0	0	41.2522	-2.32622	5700.0	MathiesonNature2015 (1240k of same same sample with 390k in HaakLazaridis2015)	Iberia_MN	3.947	724111	1	Iberia	blue	Agriculture
I4554	Latvia_MN	11.336099999999993	11.336099999999993	1	11.336099999999993	1	0.0	0	0.0	0	56.2833	25.1333	5949.0	MathiesonNature2018	Latvia_MN	2.526	722665	1	Baltic Sea	purple	Foraging
SZ40	Hungary_Langobard	0.0	0.0	0	0.0	0	0.0	0	0.0	0	46.28333333	17.85	1442.0	AmorimNatureCommunications2018	Hungary_Langobard	1.9244240000000001	722333	1	Balkans	blue	Agriculture
I0114	Germany_EBA_Unetice_brother.I0117	0.0	0.0	0	0.0	0	0.0	0	0.0	0	51.42	11.68	3995.0	MathiesonNature2015 (1240k of same same sample with 390k in HaakLazaridis2015)	Germany_EBA_Unetice_brother.I0117	1.071	721918	1	Central Europe	blue	Agriculture
I1484	Peru_Laramate_900BP	19.767100000000006	75.38212	7	65.80802900000002	5	37.70880200000001	2	0.0	0	-14.275556	-74.843611	815.0	PosthNakatsukaCell2018	Peru_Laramate_900BP	2.739	721500	1	Andean	blue	Agriculture
I4069	Netherlands_BellBeaker	6.988894999999995	11.11469799999999	2	0.0	0	0.0	0	0.0	0	52.733563000000004	5.096183	3988.0	OlaldeNature2018	Netherlands_BellBeaker	2.131	721500	1	Central Europe	blue	Agriculture
AITI_72	Germany_Lech_EBA	26.431998999999998	49.121208	3	44.660599	2	44.660599	2	26.431998999999998	1	48.222809999999996	10.84499	3766.0	MittnikScience2019	Germany_Lech_EBA	2.7967	721397	1	Central Europe	blue	Agriculture
I4086	Turkmenistan_C_TepeAnau	0.0	0.0	0	0.0	0	0.0	0	0.0	0	37.872	58.225	5450.0	NarasimhanPattersonScience2019	Turkmenistan_C_TepeAnau	1.995	721350	1	Central Asia	blue	Agriculture
I1357	Peru_Laramate_900BP	23.5523	328.27094500000004	34	215.79993499999995	14	166.677414	9	87.057005	4	-14.275556	-74.843611	925.0	PosthNakatsukaCell2018	Peru_Laramate_900BP	1.22	721235	1	Andean	blue	Agriculture
I0461	Iberia_BellBeaker	0.0	0.0	0	0.0	0	0.0	0	0.0	0	42.4	-3.75	4278.0	OlaldeNature2018	Iberia_BellBeaker	1.206	720612	1	Iberia	blue	Agriculture
I7411	Uzbekistan_BA_Dzharkutan1	0.0	0.0	0	0.0	0	0.0	0	0.0	0	37.75	67.0	3560.0	NarasimhanPattersonScience2019	Uzbekistan_BA_Dzharkutan1	1.2536120000000002	719490	1	Central Asia	blue	Agriculture
I1178	Israel_C	91.121798	703.1541870000003	30	682.3807880000003	26	625.1011100000002	20	545.0194010000001	15	32.974167	35.331389	5950.0	HarneyMayNatureCommunications2018	Israel_C	2.383	719331	1	Levante	blue	Agriculture
R1548.SG	Italy_Imperial.SG	0.0	0.0	0	0.0	0	0.0	0	0.0	0	42.0659019	12.5866474	1814.0	AntonioGaoMootsScience2019	Italy_Imperial.SG	0.9348569999999999	718673	1	Central Italy	blue	Agriculture
I2457	England_C_EBA	32.86478499999998	109.937574	8	84.851486	4	74.23288299999999	3	56.45447999999998	2	51.168023	-1.7725402	4066.0	OlaldeNature2018	England_C_EBA	2.715	718630	1	Britain	blue	Agriculture
I6897	Pakistan_IA_Udegram	0.0	0.0	0	0.0	0	0.0	0	0.0	0	34.74319444	72.31421667	2950.0	NarasimhanPattersonScience2019	Pakistan_IA_Udegram	1.704088	718364	1	Central Asia	blue	Agriculture
SZ23	Hungary_Langobard	0.0	0.0	0	0.0	0	0.0	0	0.0	0	46.28333333	17.85	1442.0	AmorimNatureCommunications2018	Hungary_Langobard	1.853955	718162	1	Balkans	blue	Agriculture
I1485	Peru_Laramate_900BP	8.021699999999997	30.076900999999975	6	8.021699999999997	1	0.0	0	0.0	0	-14.262222	-74.859167	1060.0	PosthNakatsukaCell2018	Peru_Laramate_900BP	1.7369999999999999	718087	1	Andean	blue	Agriculture
BOO005.A0101	Russia_Bolshoy	23.37920600000001	145.99881800000003	14	102.49972200000002	7	73.51741700000002	4	44.828009	2	69.083333	36.366667	3475.0	LamnidisNatureCommunications2018	Russia_Bolshoy	2.690273	717504	1	Islands	blue	Agriculture
I4628	Latvia_HG	8.401798999999999	54.97109300000002	9	8.401798999999999	1	0.0	0	0.0	0	56.2833	25.1333	7027.0	MathiesonNature2018	Latvia_HG	2.8810000000000002	717447	1	Baltic Sea	purple	Foraging
RISE548.SG	Russia_EBA_Yamnaya_Kalmykia.SG	15.76380700000002	25.866109000000037	3	15.76380700000002	1	15.76380700000002	1	0.0	0	46.538999999999994	43.699	4850.0	AllentoftNature2015	Russia_EBA_Yamnaya_Kalmykia.SG	1.089	717431	1	Steppe	gold	Pastoralism
CB13.SG	Iberia_EN.SG	10.550499000000002	51.76299100000002	8	10.550499000000002	1	0.0	0	0.0	0	41.37	1.89	7348.0	OlaldeMBE2015	Iberia_EN.SG	0.9790000000000001	717337	1	Iberia	blue	Agriculture
I1856	Russia_MLBA_Krasnoyarsk	6.3040970000000085	15.573597000000007	3	0.0	0	0.0	0	0.0	0	53.87313333	91.46046667	3558.0	NarasimhanPattersonScience2019	Russia_MLBA_Krasnoyarsk	1.642	717312	1	Steppe	gold	Pastoralism
I6901	Pakistan_IA_Udegram	33.945298	42.352592	3	33.945298	1	33.945298	1	33.945298	1	34.74319444	72.31421667	2950.0	NarasimhanPattersonScience2019	Pakistan_IA_Udegram	1.73059	716629	1	Central Asia	blue	Agriculture
SZ18	Hungary_Langobard	0.0	0.0	0	0.0	0	0.0	0	0.0	0	46.28333333	17.85	1442.0	AmorimNatureCommunications2018	Hungary_Langobard	1.563028	716518	1	Balkans	blue	Agriculture
ELT006_merged	Iberia_MN	4.823296999999993	4.823296999999993	1	0.0	0	0.0	0	0.0	0			5807.0	VillalbaMoucoCurrentBiology2019	Iberia_MN	2.033775	716426	1	Iberia	blue	Agriculture
I5411	Romania_Mesolithic_IronGates	6.093704	15.13521	3	0.0	0	0.0	0	0.0	0	44.629711	22.61255610000001	8600.0	MathiesonNature2018	Romania_Mesolithic_IronGates	1.141	716414	1	Balkans	purple	Foraging
CL151	Italy_North_EarlyMedieval_Langobards_mother.CL145_mother.CL146	0.0	0.0	0	0.0	0	0.0	0	0.0	0	45.0792	7.5783	1345.0	AmorimNatureCommunications2018	Italy_North_EarlyMedieval_Langobards_mother.CL145_mother.CL146	1.500677	716258	1	Central Europe	blue	Agriculture
I7335	Russia_UstBelaya_Angara	14.6275	77.54930500000005	11	28.96949900000001	2	28.96949900000001	2	0.0	0	52.916943999999994	103.65722199999999	4465.0	FlegontovNature2019	Russia_UstBelaya_Angara	1.265582	715358	1	East Steppe	purple	Foraging
I12968	Pakistan_IA_Butkara	6.7855	6.7855	1	0.0	0	0.0	0	0.0	0	34.76584167	72.34913333	2850.0	NarasimhanPattersonScience2019	Pakistan_IA_Butkara	1.619783	715206	1	Central Asia	blue	Agriculture
I4562	Iberia_BA	21.708198999999997	21.708198999999997	1	21.708198999999997	1	21.708198999999997	1	21.708198999999997	1	41.2916	1.0638	3631.0	OlaldeScience2019	Iberia_BA	2.395	714863	1	Iberia	blue	Agriculture
I6550	Pakistan_H_Butkara	4.018202000000004	4.018202000000004	1	0.0	0	0.0	0	0.0	0	34.76140556	72.37008056	1942.0	NarasimhanPattersonScience2019	Pakistan_H_Butkara	1.596593	714449	1	Central Asia	blue	Agriculture
I4778	Kazakhstan_MLBA_Karagash_father.or.son.I4262	0.0	0.0	0	0.0	0	0.0	0	0.0	0	48.78176667	76.45303333	3587.0	NarasimhanPattersonScience2019	Kazakhstan_MLBA_Karagash_father.or.son.I4262	2.1069999999999998	713982	1	Steppe	gold	Pastoralism
SIJ002	Russia_LateMaikop_1d.rel.I11132.I11133	13.690901	20.711099999999995	2	13.690901	1	13.690901	1	0.0	0	45.05	39.91	5173.0	WangNatureCommunications2019	Russia_LateMaikop_1d.rel.I11132.I11133	2.227608	713762	1	Steppe	blue	Agriculture
SUC003	Sar-EMBA	0.0	0.0	0	0.0	0	0.0	0	0.0	0	40.810297	8.444177999999999	3984.0	Marcus et al. 2018	Sar-EMBA	1.31546568870544	713485	1	Sardinia	blue	Agriculture
R1550.SG	Italy_Imperial.SG	0.0	0.0	0	0.0	0	0.0	0	0.0	0	42.0659019	12.5866474	1814.0	AntonioGaoMootsScience2019	Italy_Imperial.SG	0.928981	713482	1	Central Italy	blue	Agriculture
I4161	Uzbekistan_BA_Dzharkutan1	0.0	0.0	0	0.0	0	0.0	0	0.0	0	37.75	67.0	3900.0	NarasimhanPattersonScience2019	Uzbekistan_BA_Dzharkutan1	1.608	712798	1	Central Asia	blue	Agriculture
I5838	Iberia_C	0.0	0.0	0	0.0	0	0.0	0	0.0	0	42.33333333	-3.5	4573.0	LipsonNature2017	Iberia_C	5.728	712753	1	Iberia	blue	Agriculture
RISE577.SG	Czech_Unetice_EBA_dup.I4139.SG	4.364603999999994	8.545803999999999	2	0.0	0	0.0	0	0.0	0	50.166667	14.316667	4000.0	AllentoftNature2015	Czech_Unetice_EBA_dup.I4139.SG	1.048	711716	1	Central Europe	blue	Agriculture
R56.SG	Italy_Medieval_EarlyModern.SG	12.133396000000007	12.133396000000007	1	12.133396000000007	1	12.133396000000007	1	0.0	0	41.6877312	13.086495300000001	595.0	AntonioGaoMootsScience2019	Italy_Medieval_EarlyModern.SG	0.957694	711582	1	Central Italy	blue	Agriculture
MA88	Sar-EMBA	0.0	0.0	0	0.0	0	0.0	0	0.0	0	39.87	9.2356	4174.5	Marcus et al. 2018	Sar-EMBA	1.58797669410706	711497	1	Sardinia	blue	Agriculture
I6800	Kazakhstan_MLBA_Alakul_Lisakovskiy	6.572705999999995	6.572705999999995	1	0.0	0	0.0	0	0.0	0	52.61	62.69	3663.0	NarasimhanPattersonScience2019	Kazakhstan_MLBA_Alakul_Lisakovskiy	1.3155540000000001	711231	1	Steppe	gold	Pastoralism
RISE1249.SG	Poland_Ksiaznice_GAC.SG	29.679095999999994	128.23231099999995	9	101.76979899999998	5	80.6548	3	80.6548	3	50.2	21.4	4737.0	SchroederPNAS2019	Poland_Ksiaznice_GAC.SG	0.9445389999999999	710701	1	Eastern Europe	blue	Agriculture
I7573	England_MBA	0.0	0.0	0	0.0	0	0.0	0	0.0	0	52.310608	0.386227	3400.0	OlaldeNature2018	England_MBA	2.9856580000000004	709969	1	Britain	blue	Agriculture
I8808	Kenya_LSA	9.537994000000003	33.256398999999995	4	18.0678	2	0.0	0	0.0	0	-0.067	34.667	1849.0	PrendergastLipsonSawchukScience2019	Kenya_LSA	1.3689129999999998	709920	1	East Africa	purple	Foraging
I7425	Iberia_NazariPeriod_Muslim	0.0	0.0	0	0.0	0	0.0	0	0.0	0	36.949194	-3.5380000000000003	600.0	OlaldeScience2019	Iberia_NazariPeriod_Muslim	1.629846	709907	1	Iberia	blue	Agriculture
I1878_published	Hungary_EN_Starcevo_o_published	4.051801999999999	4.051801999999999	1	0.0	0	0.0	0	0.0	0	46.208562	18.700047	7700.0	LipsonNature2017	Hungary_EN_Starcevo_o_published	1.4680000000000002	709555	1	Balkans	blue	Agriculture
RISE602.SG	Russia_IA.SG	10.765803000000007	19.563303000000012	3	10.765803000000007	1	0.0	0	0.0	0	50.615	86.459	2450.0	AllentoftNature2015	Russia_IA.SG	1.2830000000000001	709371	1	Steppe	gold	Pastoralism
I6715	Russia_Afanasievo	10.251799000000004	43.916599	7	18.74109800000001	2	0.0	0	0.0	0	48.832683	83.90974399999998	4850.0	NarasimhanPattersonScience2019	Russia_Afanasievo	1.3097729999999999	708932	1	Steppe	gold	Pastoralism
I5234	Serbia_Mesolithic_IronGates	7.759309000000013	13.264309000000017	2	0.0	0	0.0	0	0.0	0	44.595879	22.010568	9800.0	MathiesonNature2018	Serbia_Mesolithic_IronGates	1.3619999999999999	708929	1	Balkans	purple	Foraging
R104.SG	Italy_LA_oSardiniaLike.SG	4.8675000000000015	8.978301000000009	2	0.0	0	0.0	0	0.0	0	41.8947764	12.4762658	1319.0	AntonioGaoMootsScience2019	Italy_LA_oSardiniaLike.SG	0.9234950000000001	708801	1	Central Italy	blue	Agriculture
RISE569.SG	Czech_EarlySlav_dup.I4137.SG	0.0	0.0	0	0.0	0	0.0	0	0.0	0	50.19	14.158	1235.0	AllentoftNature2015	Czech_EarlySlav_dup.I4137.SG	0.98	708529	1	Central Europe	blue	Agriculture
I4551	Latvia_HG	0.0	0.0	0	0.0	0	0.0	0	0.0	0	56.2833	25.1333	7671.0	MathiesonNature2018	Latvia_HG	3.9010000000000002	708525	1	Baltic Sea	purple	Foraging
I2532	Romania_EN	7.153601000000001	11.785704999999984	2	0.0	0	0.0	0	0.0	0	45.466	27.01	7621.0	MathiesonNature2018	Romania_EN	2.1830000000000003	708400	1	Balkans	blue	Agriculture
DA117.SG	Kyrgyzstan_Nomad_modern.SG	0.0	0.0	0	0.0	0	0.0	0	0.0	0	43.06861111	68.24888889	144.0	DamgaardNature2018	Kyrgyzstan_Nomad_modern.SG	1.171	708169	1	Steppe	gold	Pastoralism
I7275	Czech_BellBeaker	0.0	0.0	0	0.0	0	0.0	0	0.0	0	50.19	14.158	4200.0	OlaldeNature2018	Czech_BellBeaker	2.382176	708042	1	Central Europe	blue	Agriculture
I3345	India_RoopkundB	0.0	0.0	0	0.0	0	0.0	0	0.0	0	30.24720461	79.73739624	140.0	HarneyNatureCommunications2019	India_RoopkundB	1.547	706651	1	Central Asia	gray	Low Certainty
I0943	Russia_MLBA_Sintashta	19.504898999999998	52.455694	6	38.555799	3	19.504898999999998	1	0.0	0	52.81666667	60.46666667	3800.0	NarasimhanPattersonScience2019	Russia_MLBA_Sintashta	1.419945	704696	1	Steppe	gold	Pastoralism
MAL004	Vanuatu_2500BP	16.165399000000004	40.65089800000001	5	26.75620300000001	2	16.165399000000004	1	0.0	0	-16.07388056	167.4477861	2505.0	PosthNatureEcologyEvolution2018	Vanuatu_2500BP	1.593987	704519	1	Vanuatu	blue	Agriculture
I5769	Bulgaria_IA	0.0	0.0	0	0.0	0	0.0	0	0.0	0	43.16089	25.88341	2605.0	MathiesonNature2018	Bulgaria_IA	5.356	704450	1	Balkans	gray	Low Certainty
I7269	Czech_BellBeaker	0.0	0.0	0	0.0	0	0.0	0	0.0	0	50.19	14.158	4200.0	OlaldeNature2018	Czech_BellBeaker	1.7163080000000002	703041	1	Central Europe	blue	Agriculture
